book,div_id,div_sort,div_txt,title_txt
atb-book-of-remembrances,div-050,50,"After this sad accident befell me at Oswaldkirk, I had beyond expectation my strength and health perfectly restored unto me, so that I was able to walk to Newton about May or June, which was the time of our first settlement into the house. Soon after, Mr Thornton's business about Nettleton's suit called him to London to prevent Nettleton from breaking up an execution against his estate for a debt of my father's (which Mr Thornton had been advised by some to enter into and to engage for, after he had unfortunately taken upon him the assignment — of my uncle, Maulger Norton — of my father's estate in Ireland which was to pay his debts and portions). A business, which I must clear both my dear mother and myself from, that we had no hand in the least in it to advise him thereto which we knew was no way suitable neither to his person nor estate, being of great trouble and without that which my portion — being the pretence for it — was undoubtedly safe and secured by my father's will (he having at that time a lease of land in Kirklington in possession for the payment of the English portion of £1500, and the will empowering my husband for £1000 to be paid out of Ireland in its due order). But it so happened that he was advised, without our knowledge or consent, to engage as formerly mentioned to Nettleton for £900l payable out of his own estate (in regard that he would not take security out of Ireland) and so hotly prosecuted my husband that he was forced to procure monies and had paid him the £900l and above. Yet, the bond not being taken in, he demanded £1000 over the statute was for and, when Mr Thornton was at London, got by some unjust means an execution broke up and one morning sent his own man, with four bailiffs, to seize upon all our goods, money, plate et cetera, until he was satisfied. At first, they demanded £800l then to be paid but at last they fell to £200l which they would have or plate as much worth. This accident was indeed very afflicting to me in that condition, big with child, also knowing Mr Thornton went up to prevent the same. It had well-nigh gone near to have caused me with grief to have miscarried, what for the unjustness thereof and disgrace that redounded to us in this business. But, as it pleased God, there was £100l of Mr Thornton's at that time in the house, newly come in, and £57l of my own (which my dear mother gave me) that stopped their mouths at that present, or else it might have proved far worse with me at that present when they might have taken away my bed from under me and those quick goods my dear mother gave for my relief and children's. These men were very boisterous and rude, threatening to take my person if not satisfied: lo, in what a sad case was I then in? And, but that it pleased God to give me relief, I had not escaped with my life and, by reason that I feared the neglect of this business to fall out thus, it did somewhat arm me with patience to endure it better, having thoughts of it before. Thus, have I, upon every occasion and act of my life, fresh cause to speak good of the Lord, who, though he pleases to suffer men to afflict me all manner of ways, yet with the affliction he maketh a way to escape and does not permit more to be laid upon me: these he gives me strength, and assistance to go through. Therefore, will I give thanks unto his name and speak of his praise in the land of the living that hath not yet given me over to death and bonds. I humbly trust in confidence of these, his mercies, that he will make a way for me to escape and will look upon my affliction and trouble, which I suffer from the unkindness of my own friends and relations of the flesh, giving me a double portion of grace for that I am deprived of the portion and provision of my father by these unjust means against myself and poor children, whose portion and inheritance I trust the Lord will be forever. (Remember my dream of Nettleton's bailiff this morning before they came, and my fall down the stairs when Celia Danby fell and I helped her when Cousin Covill was here.)",
atb-book-of-remembrances,div-051,51,"After this, drawing near a month of my delivery, it behoved me to look with a more narrow search into my soul and examine how things went with me there, whose time of life might very probably be very short, this being now my seventh child which God had given me to conceive. I had more strong apprehensions of a change in regard it was both my husband's mother's number and my own did more feelingly work with me. Therefore, as at all times, death waits for us; yet, more usual it is for us to expect at these strange and miraculous times — especially as they have been to me, more than many. Motives I had great plenty to examine my own ways by reason of my sorrows I had come upon me in the whole course of my life, and of thankfulness to God for the daily renewal of the same. I found, by sad experiences, that the many troubles had fallen upon me of this world had diverted my stricter course of walking with my God as he had required at my hand, and that I had many times broken those solemner vows of baptismal and sacramental too frequently and too often by negligence, worldly employments and wilful sins. So that I had great impulses upon my heart and desires to renew this grand ordinance of God, and in true and unfeigned repentance, faith, hope and charity to be made a partaker of this strengthening, this comforting and confirming Holy Sacrament, which my blessed saviour left us as his dearest pledge of his love, who laid down his life for sinners, that sinned not, that became poor that we might through his grace be made rich. I had not the happy opportunity to receive this communion but once since my dear mother's death, although my soul had much longed for it, by reason that the ministers on this side had not given the same for many years during the wars. So that I called to mind that holy man, Dr Samways, which did last give the sacrament to my blessed mother, and I desired his company to Newton, who accordingly did come and bring my cousin, Benjamin Brown, along. When we (with Mr Thornton, my niece, Anne Danby, and diverse others) did receive the pledge, I hope, of our salvation from his hand by which I was much comforted and helped, enlivened and quickened from that black veil and cloud of sin that did seem to quite extinguish the hope of my eternal salvation. This most excellent and spiritual mercy was not the least but greatest I apprehended to receive from God, far surpassing all temporals inasmuch as eternity does this finite being. Oh, that my heart would break in pieces at the joyful remembrance of this renewing mercy, wherein God was pleased to become my reconciled God in and through my dear redeemer's bloodshed upon the cross. And that my soul might forever sing unto him hallelujahs of praise in heaven, with angels and archangels and all the host of heaven, I here prostrate my soul before the throne of grace that hath showed me — his poor, weak handmaid — such hopes, such mercies and opportunities of making my calling and election sure. And he will for his grace's sake fulfil in me the full perfection of glory with him in heaven to behold the Holy Trinity with joy and do his will perfectly there, which I cannot (by reason of my many frailties and sins) do in this world but weakly and imperfectly. But, oh, that I might be freed from this power of sin that it may not get dominion over me to dishonour the name of my God. Amen.",
atb-book-of-remembrances,div-052,52,"After I had obtained this mercy and satisfaction to my poor soul of partaking of the Lord's Supper and, in the best manner and measure I could , prepared myself to be in readiness when my God should call for me out of this miserable world, I thought it my duty also in the next place to settle those things which concerned my children's provision for the future: both in respect of what was given to me by goodness of my dear mother (to dispose of as I should see fit to such children as I knew best deserving at my death or otherwise), as also to be a means to Mr Thornton that he would make a firm settlement of what was agreed upon of his estate with my mother, in and by the articles drawn betwixt them before my marriage, which until then was not perfectly done but that, in case of my death, it might not only breed scruples but as it might happen, might be altogether disposed from my own poor children to the children of any other wife. The sense whereof did somewhat trouble me: how I should find out one that would deal impartially as concerning the faithful stating of this business and to do right to all parties, being in a strait what to do and having joined in a fine to cut off the first settlement and so brought myself into a worse condition, until a better was made. I found that the often experience of the failing of the things of this life had brought our estate into an uncertain condition and daily our estate was lessened. And those monies left me by my dear mother was laid out for Mr Thornton's use — with which I could have helped my daughters — to the sum of £300l so being gone, and the estate of Burn Park sold and those monies disbursed for debts, together with my own £1000 portion which was settled by articles and bond before marriage upon myself and children, also was to be set over for debts, et cetera, all to clear Mr Thornton's engagements which I was no way guilty of drawing him into. These things did much concern me at this time and made me with fear look upon the sad and ruinous condition I was like to leave indeed all my poor children in, by reason of this unsettlement either for provision of maintenance or portions. Also, looking on myself in a dying condition, being in every childbirth so extremely weak and hazardous, nor had I in this place none of my own relations to advise with or be assisted by, I thought my case very sad. As also I was very unwilling to disclose any of these secrets concerning our estate to others, I poured out my complaints and cause before the great God of heaven, in whose power it was alone to give us help and assistance (both as to the enabling us to pay off his just debts, as also to give me a satisfaction in the settlement of Mr Thornton's estate upon my children for provision). And, therefore, to him for relief alone, I on my bended knees, I humbly cast myself at the throne of grace, who had ever been my guide and director in all my ways and in every grand action of my life when I made my earnest addresses to him; so my petitions and requests to the Almighty was that he would direct me in this greatest temporal concerns for the good of my children; that he would please to put into my heart what course to take and to direct me to such means as should be for this very end; that I might go to my grave in peace having seen the merciful provision of God in a hopeful way settled for their future provision and maintenance in this world. And immediately after this prayer to God, there came into my thoughts my cousin Covill who was a very able person and a faithful friend to us. He, I sent for and, by the blessing of God, was suffered to make such a comfortable settlement, through Mr Thornton's love and great affection to me and mine, that I hope it will endure for the satisfaction of all just persons in justice and equity, making provision for the younger children of so well as the son and heir (if God did please to give me one). Which was done to my great content and satisfaction that I might more joyfully leave this world than to have gone out unworthily to the fruit of my own womb, who had given away all my portion from them and theirs never to have been better for £2500 of my own portion, having given it to my husband and for his debts and use. So that — had I not endeavoured some part of satisfaction for the children that God had given me — I had been unworthy to have borne the name of a mother which had left them in an unsettled condition for all that fortune which God and my own parents had mercifully given me. So that, although it may be said I have done less for them than my own fortune considered, yet it is sufficient that I have done what I can in respect of their father's estate, laden with many burdens, and what I could for the satisfaction of my own conscience. And blessed be God who gave me space and opportunity for the same.",
atb-book-of-remembrances,div-053,53,"Almighty God, the wise disposer of all good things both of heaven and earth, who sees what and how much of the comforts of this mortal life is fit for us to enjoy in this earth, did at last give me such a mercy and dear comfort — after all the several afflictions I had passed as I no ways could hope for or expect — making me a joyful mother of a sweet son, born at full time though with hard travail and great peril to my life. I was delivered of my son, Robert Thornton, upon Friday the 19th of September 1662. Born at East Newton, my husband's chief house, being the first child that ever I bore at his house. He was born betwixt the hours of eight and nine o'clock at night, having been in labour since the night before until that time. He was my seventh child.",
atb-book-of-remembrances,div-054,54,"But, as though this mercy should not go alone without its remembrancer or severe monitor to my unbridled passion of joy, and that it may prove the more cautious to me not to set my affection too much on things below, it pleased the great God to lay on me, his weak handmaid, an exceeding violent weakness. Beginning a little after my child was born by a most terrible flux of blood after his birth, with such excessive floods all that night, that it was terrible to those about me and brought me into a most desperate condition without hopes of life: spirits, soul and strength seemed all to be gone from me, and my husband and friends had taken their farewell. In this most deplorable condition , I lay several hours together not being able to utter one word. All the means they could do in such a fright was done but did not avail. It pleased my gracious Lord at last to bring into my remembrance a powder, which I had formerly by his blessing done good to many in the like kind. So, I got out the name of it to my Lady Yorke, with much ado to be heard for my weakness was such, but after she had given me some of it, I found the good effect of it through the tender mercy of my redeemer who healed all that came to him. By it, he helped me somewhat, so that the flux was a little stayed by degrees until Dr Wittie was come. So, upon the same blessing and use of the means, I was spared at that time but brought so weak that the remainder lasted until Candlemas after by fits upon me. But, oh, O Lord, wherefore are thy miraculous mercies thus continued to so vile a worm as myself? Doubtless to set forth thine almighty power, glory and infinite perfection that can raise from death and bring to the grave in a moment. O just and dear God, I humbly and prostrate lie at thy footstool of mercy, giving thy divine majesty all possible thanks, power, praise, dominion, glory and whatever can be — by the tongue of men and angels — given to thy most glorious majesty, King of Kings and lords. The only giver and preserver of my soul and body: the one from spiritual, the other from temporal and eternal death. Let not, glorious Trinity, this death, joined with the others I have been preserved from, be forgotten, but seal it with indelible characters of remembrance upon my soul and body. How can I sufficiently set forth thy praise that cannot express your mercies? Oh, let the Holy Spirit inspire my heart to utter forth thy holiness, goodness, loving kindness of the Lord and that forever in this life and that which is to come. Do not forget, O my sad soul, what the Lord hath done for thee times without number. Oh, let me live to magnify thy name day and night, and let this be an argument of thy favour to me, for Jesus Christ's sake. Amen. Yea, the Lord God had pity upon my distress and gave me after this a competency of health and strength to be able to give my child suck, which by his blessing I did until Robin was about two years old (he continuing very healthful and strong, so that my sorrows much abated). Thus, may I sing a new song of thanksgiving and praise to God on high, who had compassion upon the vilest of his creatures. With my mouth will I ever set forth his praise and tell of his marvellous greatness from day to day. Let this stand as a pillar of gratitude, which I erect for all the deliverances I have had and my children, both in soul and body: the living, the living, he shall praise thee in heaven and earth.",
atb-book-of-remembrances,div-055,55,"My son, Robert, was baptised on Saturday the 20th of September 1662 by Mr Lowcock at Newton. His godfather and godmother were my lady Cholmley, Dr Wittie and Mr Thornton for my nephew Best. The God of all consolations and comforts preserve his life and health, with the opportunities of virtuous and holy education, that he may be the instrument of great glory to God, comfort to his parents and relations, and for the building up in righteousness and holiness his father's family to posterity for many generations. And at the end of his life, he may receive the comfort of a sanctified old age, with a crown of glory to praise his redeemer and mine, forever and ever: finding what the goodness of God has been to me in giving me the request of my heart, and being received by and from the mercy of a gracious father, who hath at length bestowed on me, his handmaid, this hope of the continuance of my memory by a blessed son of my womb, having obtained him from God by the fervent prayers and tears of a poor mother: to thee, O Lord, I dedicate this child, the son of my womb. Let him be ever in thy sight for good and establish thy covenant with him made to Abraham and the faithful. As thou hast given him the sign of it, so, most mighty, give him the true grace that he may be established before thee, both here and hereafter, that for Jesus Christ, our ever-blessed saviour and redeemer. Amen. Amen.",
atb-book-of-remembrances,div-056,56,"After that Robin was two years old, Mr Thornton went to London, where he had a great deliverance from a flood of waters in his coming home. Great are our obligations to God Almighty for our lives, many times given us, which affords me new occasions of glorifying the eternal Lord and, therefore, with my tongue will I ever be setting out his praise, who brought us safely to meet again with joy to enjoy these temporal comforts of each other's love. This is the goodness of our God. Oh, that we might make a right use of these temporals, that we finally lose not the hopes of his eternal mercies forever in heaven which his saints and angels do now inherit. Amen.",
atb-book-of-remembrances,div-057,57,"It pleased my gracious God to give me a new hope of a comfort, although these mercies are accompanied with thorny cares and troubles. I was continued in much health and strength all along while I was with child, until about a fortnight before I was delivered, when the pangs of childbearing was oft remembering me, but it was the good pleasure of God to give me a safe, though very sharp, delivery, after a day and a night's travail. I was happy in a goodly, strong, sweet child: a daughter. Yet, after I came in bed, I had a great flood, as of Robin, which did well-nigh carry me away, but by the mercy of God, I had a remedy ready from Dr Wittie and so prevented, by blessing, the extremity from falling on me. And I had a better recovery of this child than ever of any. Forever blessed be the incomprehensible Lord God of pity and compassion to spare me, a wretch, and did give me the blessing of the breasts, also adding holy strength to myself and infant. O my Lord God, accept, I beseech thee, the humble addresses of my soul and body, and give me a thankful heart to rejoice in thy salvation. None but thou alone, O Father of mercies, could raise me up. My sins had prevailed but thy infinite clemency and mercifulness is above thy judgements. O Lord, therefore, will I magnify thy name forever. Amen. My sweet child, Joyce, which was my eighth child, was born on Saturday about four o'clock in the afternoon on September the 23rd, 1665, and she was baptised on the twenty-eighth day. Her godfather was my Lord Frescheville, by Mr Comber who stood for him, Mr Richard Legard, Mrs Graham and Mrs Cholmeley. It pleased my gracious Father still to give me much comfort in the nursing of this child, having received more strength to enable me for that service: she growing strong and thriving well, through the blessing of God upon my endeavours to perform this duty. Therefore, do I praise the great God of my life for this temporal mercy also, for all good comes from him.",
atb-book-of-remembrances,div-058,58,"But peradventure I might be too much lifted up by this mercy. And therefore, it seemed good to the most wise providence of our Creator to lay a very sad affliction upon Mr Thornton and myself in a most dangerous sickness seizing upon him as he was at York about the 16th of November 1665, when he could not come home because of the violency of cold and the prevailing distemper growing more upon him in his journey, so that he was forced to be at Stearsby, my sister Cholmeley's house. For three days that grievous distemper of the palsy, convulsions and fever was so high upon him, that notwithstanding all remedies that could be used by Dr Wittie, that he was not capable to assist himself or indeed sometimes of what others did for him: it seeming to all his friends there present that he was more like to die than hopes of life.",
atb-book-of-remembrances,div-059,59,"The sudden news of his condition being made known to me, when I expected to have received him home in health, did so surprise my spirits that I was brought into such a passion of sorrow and grief — into greater weakness of body than I had ever known in all my former weaknesses and troubles, in so short a space; so that I did sympathise very deeply in his sufferings, being deprived of doing my duty in his extremity or be helpful to myself. Nor had I any hopes of the sparing of either of our lives as to outward appearance but only in the great and miraculous mercy of the fountain of goodness, the almighty God of heaven, who turneth man to destruction and saith return again from the grave the children of men. Nor had I any comfort or friend that could assist me in my sorrows at that time, save what I had in and received by the prayers and assistance, advice and counsel of Mr Comber, whom my gracious God had given me at that time to be a means to support my fainting spirits under this most sad affliction. When my father and mother forsook me by death, the Lord taketh me up and supports me from falling totally. Though he suffers me to be brought very low, and that justly for my transgressions and offences, yet hath he not given me over to death or despair. Look, when we were the nearest death, behold the goodness of God was entreated for us to restore both our lives and let me ever return him the glory of his power. And the return of our prayers be ascribed to his majesty that immediately gave us a hope of recovery upon our calling upon his name: for that very day my husband did miraculously change, and each day recovered so fast that it was a wonder to all beholders. Oh, what shall I say or do to set forth the infinite mercies and loving kindness of the Lord our God? Who still, in the midst of judgement, remembers mercies and shows his compassion upon his poor creatures. O Lord God, thou king of glory and power, just are thy judgements whether spiritual or temporal. Thou hast chastised me very sore and all thy storms are gone over my head, but surely I have offended and done amiss, either in negligence or remissness of duties or some other way, or other forgetting thy former deliverances; therefore, hast thou seen fit to correct me in this manner. But yet, give me grace to have a sanctified use of this affliction upon our bodies and grant that this may be for the good and profit of our souls, and that I may say it is good for me to be afflicted. Grant that I may receive instruction to my soul and that thy loving correction may make me humble and thankful. I here, from the bottom of my unfeigned soul and heart, lift up my voice to adore, and praise, and magnify thy great and glorious name. Thou, O Lord, art holy; thou art just, wise, omnipotent, almighty and infinitely full of compassions towards thy frail creatures. We sin and thou chastiseth us into obedience: if thy mercy will not move, thy rod must correct. Oh, let us not forget or slight this deliverance to us both. But, more especially, let it never slip out of my mind but write this upon the table of my heart: that the Lord has added this new life of my husband's at my humble request and given us both fresh and eminent cause of gratitude to his majesty. To thee, O Lord, Holy Trinity, do I dedicate my soul and all its faculties to be a sacrifice of praise. Let me not fall into any sins to offend or displease so loving a father who did not cast me away in distress. Blessed be the name of our redeemer, by whose intercession and passion I obtain this mercy, even forever and ever. Amen.",
atb-book-of-remembrances,div-060,60,"While I am in this body of death, I find by sad experience that, as my days increase, so will sin grow up too rife in these corruptions. I have tasted of the great and unlimited mercies and clemency of the great God of heaven, the Lord most high and, likewise, been under manifold trials, sorrows, troubles and afflictions, both as to spirit and body. But, as when the hand of God is upon us, we are apt to be more discomforted and sad, so should I — and do desire to — make it my utmost endeavour to inquire what is it that God aims at by all his providences and dealings. I find my heart too apt to forget what a low condition I was brought into by sickness and Satan, either as to Mr Thornton's or my own trials. And peradventure hath not rendered him that due praise for all our exceeding deliverances that he hath vouchsafed to me in particular or him, or sure for some other punishment of my negligent soul is the Lord's hand stretched out still, and which by a late cross he hath showed his anger against me. Shall I receive good at the hand of God and not render him the glory, or shall I receive corrections from the same hand and still be insensible thereof (God forbid) why or wherefore he thus deals with me? It was his infinite goodness in giving me this sweet infant, in giving her the blessed opportunity of holy baptism. And is the mercy the less in that he has pleased to deprive me of its enjoyment any longer or by the prevention of actual sin in her? Oh no: I humbly acknowledge all these his mercies and give him the glory due to him therein. My sins was ripe for punishment, and he pleased thus it should be to teach me by his rod and staff to approve myself an obedient child to so good, so great, so loving a Father. I dare not, I will not repine at this most gracious chastisement. It may seem a little troublesome to part with my sucking child from my breast for the present, and surely the hand of God is in it for my punishment, but good is the will of the Lord. Is it not good inasmuch as he hath spared me still to repent, who is the vilest, the meanest and unprofitable worm upon earth, and given me still the lives and comforts of my dear husband and three children? As to temporals this is exceedingly much more than I could have expected and, therefore, will I praise the Lord our God. But for spiritual mercies, such have those been in an infinite measure showered down on my head that I am not able to enumerate nor tell them, neither can my tongue or heart express them. But, to the glory of thy holy name, do I ascribe the honour of my creation, the inestimable mercy of giving redemption to the world by thy blessed son, my saviour, and thou, O Holy Spirit, the God of all consolations and comforts. Holy be the Lord most high and glory to his eternal name that hath not taken the hopes of salvation from me. And great Lord, as thou hast pleased to teach me by afflictions, oh give me the sanctification thereof that I may spend no more this small inch of time unprofitably which thou givest me in this life. But, by all means, to make it my business to glorify thy name by a true and unfeigned repentance, such as may work thoroughly to the gaining thy favour and faith to believe in thy mercies, that thou hast a love for my soul and desire not the death of a sinner, but rather that we should be converted and live. My dear child, Joyce, fell very sick upon Sunday, 20th of January 1665, as we thought of a cold, which struck in many red spots which were over her face and body, after which she did much cry and mourn with sickness. But we used what means could be to so young a child, yet nothing was effectual, being the pleasure of God to take her out of this miserable world. She continued with some intermissions until Thursday, after when it was past hopes of her recovery and betwixt one and two o'clock rings, at noon, on Friday the 26th of January 1665, it pleased God to free her from all pain by taking her to his mercy, where she sweetly fell asleep. She was buried at Stonegrave the next day by Mr Comber, who preached a funeral sermon. The Lord, my life, prepare me for this change and dissolution that then I may see that God face to face, which I do now believe and put my trust and confidence in, and forever cease from sin and sorrow. And this for his sake that suffered for sin and sinned not, the holy one of God. Oh, let me not in the interim be unmindful of his hand by these corrections but may be delivered from the jaws of eternal death. Amen.",
atb-book-of-remembrances,div-061,61,"It pleased God to deliver my daughter, Alice, from a very dangerous and violent illness coming on in her sleep when she lay in bed with me, who was suddenly wakened in a great fright with the noise of her, who almost choked, and the breath stopped with undigested fish (turbot) that was not fresh she ate the night before. But praised be the Lord, upon my help she did recover and, other things given, this eased her after vomiting. Blessed be the most gracious mercy of my God forever that hath raised this child up from death very often, even from a young child being often in sounds upon the breeding of her teeth: this fit was June 13th, 1665 at Newton. When she was ill, she was even ravished with the glorious sight.",
atb-book-of-remembrances,div-062,62,"After the drinking of Scarborough waters, Mr Thornton sent for me to York about business with my Lord Frescheville; in which journey I thought I received harm, being lately conceived before as Dr Wittie did apprehend, and it, together with a grief that befell me upon my return home by William Thornton about settlement of provision for my children's maintenance and portions — which was undone without my consent or knowledge by some persuasion of Mr Thornton before — I fell into a very sad and desperate condition, through the breaks and excess of floods perpetually flowing which began upon Saturday the 6th of August 1666 (being at that time about eight weeks conceived with child) The violency thereof continued a long time after; Dr Wittie was with me three days, so that it put him to his utmost art for my preservation, but it did abate a little and intermitted upon the several medicines he gave and left me in a hopeful way of recovery. But told us until about a quarter I might not expect a full recovery, when it was likely the fruit should have been quick child if I had gone to my time, which I found to be true for I continued with floods by intermission a day or two and then returned until the latter end of October, notwithstanding all good things I had to prevent it. The chiefest remedy I found good in was bole armoniac in fine powder, half a spoonful at a time, with a little draught of claret wine burned with cinnamon and loaf sugar taken as often as extremity required. The total weaknesses and disability of nature and body was so great by loss of blood that it was expected I should have fallen into a deep consumption. I did indeed continue exceeding feeble and weak until about January after when, through the mighty power and wonderful mercy and goodness of God, he was pleased to free me and give strength to the weak handmaid of the Lord: for which I shall ever adore and magnify the Almighty Father of mercies which raised me up again from the gates of death. Blessed be his name forever and forever. Amen.",
atb-book-of-remembrances,div-063,63,"About the 2nd of September 1666, began the great fire in London which in four days' time consumed 13,200 houses, 89 churches, et cetera.",
atb-book-of-remembrances,div-064,64,"Upon the 29th day of September began my daughter, Kate Thornton, with a violent and extreme pain in the back and head with such shrieks and torment that she was deprived of reason, sleep and eating any food; so, continued for three days to my great affliction what this distemper would be. At last, the smallpox appeared and broke out in a great abundance all over, and in her unguidableness struck in again; so that, to save her life, my brother Portington gave her much cordials, and thus it pleased God she was in hopes of life but was in very great danger to lose her eyesight. She was all over in a scurf in the face, which ran into one another, but I bless God she was past danger of death, and they began to dry, although she was very sore all over the body. Her extremity was so great in crying night and day that I was fain to be removed, though very weak as before, into the scarlet chamber for want of rest. But blessed be our gracious God, through his infinite mercy directing to good help and means and prospering the same, she was lately healed and recovered again (Hannah Ableson and Mary Cotes were her keepers). And, about November, was able to go abroad in the house but lost her fair head of hair that was on her head. I praise my God that he was entreated by me to spare her life. Oh, that she may live to his glory for Christ's sake and give me a thankful heart to commemorate his mercies. Amen.",
atb-book-of-remembrances,div-065,65,"It pleased God to visit my dear brother, John Wandesford, at London with his last sickness being an ague, adjoined with fits of the stone and some extremities of sickness, which about the 2nd day of December deprived him of his life. For several years before, he had laid under the most sad and afflicting hand of God by reason of the want of the use of his understanding several times yet having abundance of intervals in which time he was very religiously disposed and constant in duties, with a conscience to spend his days holily and uprightly and in great penitency for anything done in his weakness, although he never did any creature willing harm. About half a year before his death, he was more strict in his duties, saying that he should not live long, so that he prepared for his dissolution every day. And that morning he departed, kneeled in bed, and most devoutly prayed to God and commended his soul to his Creator, and after commending his dearest love to me and Mr Thornton, he drew shorter each minute and so sweetly fell asleep in the Lord. He was buried in the parish church where he died at Hoddesdon and Mr Comber was by providence there, who preached a funeral sermon for the instruction of living. He died December 2nd and was buried the third, 1666.",
atb-book-of-remembrances,div-066,66,"About this Christmas, 1666, my cousin, William Norton, was murdered inhumanely at London.",
atb-book-of-remembrances,div-067,67,"The 5th of January 1667: my dear Robin Thornton began his sickness of the smallpox, being very ill and weak for two days; and the seventh, eighth, ninth days he was in great danger of death, they not coming well out until the tenth day (on which day he lost his sight by them, which was come out very much and was great ones); on the fourteenth) his fever and disease was at the height. About the fifteenth, he began to alter for the better so that a change was discerned; seventeenth he began to see again; eighteenth, he perfectly recovered his sight and recovered very fast. For which I most humbly bless and glorify our gracious God with all my soul and magnify his mercies to me in the deliverance of this my dear and sweet child from death and giving him as a blessing to his father and mother, and not quenching my coal in this family. Oh, praise the Lord, O my soul and forget not this his favour to thee forever. Amen. Twenty-fourth: Robin first got up, and on his feet and was perfectly well, growing daily strong, and was not disfigured at all with the smallpox. Only he never since recovered his sweet and beautiful favour and pure colour in his cheeks, but his face drew longer than before. Nor did his hair come off at all, having but few in his head, but the most was in his face. He wanted nine months of being five years old and some odd days.",
atb-book-of-remembrances,div-068,68,"It pleased God, that as soon as my son, Robin, was well to visit my poor Nally (which first began on January 18) in another dangerous fit in her sleep, which wakened me in much fright. And she was almost choked with phlegm and made her exceeding sick before she could cast, being black in the face with extremity but, blessed be the Lord, after a vomit or two she did recover although it did much weaken her. Praised be the Lord of our salvation for her deliverance. Amen.",
atb-book-of-remembrances,div-069,69,"About the 25th of January 1667, Nally took physic to prevent the smallpox and she fell to be ill in pain of the head and back; twenty-sixth, she was very sick, and continued the twenty-seventh and twenty-eighth until the smallpox came out, being these two days in a cold sweat and in danger of death. The twenty-ninth, my poor Nally, having laid very patiently all the time before (though great hazard of life when there was little hopes because they had not come well out, being in a sweat all that time that hindered them from appearing) but on the twenty-ninth, it pleased the most good and gracious God, did begin to give better hopes, the pox coming well out, and she in a warmer temper was not so sick, so that by mercy we hoped for her recovery. The thirty-first, she fell blind and had intermitting until the 5th of February, being exceeding dangerous in her throat and could not swallow well until the 6th of February. And being very sore and much pained by the pox therein and her strait throat, getting very little sleep until the 3rd of February when she began to sleep; the fourth, her eyes began to unclose; the fifth, she did see perfectly, and they began to blacken and ripe, and her throat was pretty well, her fever did abate; eighth, she began to be pretty well and strong. The eighteenth, Nally rose out of her bed and recovered very fast, growing strong by degrees. She had very many and was full over her face and the hair came all off. Oh, that our souls, my mind and [heart] may forever give glory to the great God of heaven and earth. Oh, sing praises to the eternal king which has given me my children's life, restoring them from many deaths. O Lord, accept my grateful acknowledgment that we might live to his glory and honour, forever and ever. Amen.",
atb-book-of-remembrances,div-070,70,"My brother Denton's son, John, was fallen into great extremity beginning on January the 25th upon taking of physic which did not work kindly, and so continued the twenty-seventh, twenty-eighth, twenty-ninth, being deprived of his understanding and violent pain until about the twenty-ninth, getting no sleep, and in a high fever and great danger of death. But, about four o'clock in the morning, he began to be sensible, and his use of understanding returned when the smallpox did appear. But he had very few of them and recovered very fast, blessed be God.",
atb-book-of-remembrances,div-071,71,"The 8th of April, Nally had a pearl on her eye after the smallpox which did endanger her loss of the sight of that eye but, by waters and medicines, it was worn off and she recovered it well about the 30th of April 1667. Blessed be God for the least and greatest testimonies of his goodness to me and mine that I may set forth his praise forever more. Amen.",
atb-book-of-remembrances,div-072,72,"Kate Thornton had a deliverance from being choked with swallowing a pin and got across her throat at St Nicholas in the year 1659, when I was a means, by God's blessing, to save her life by putting my finger in her mouth and thrusting the pin sideway and got it out of her throat: for which I humbly praise God in this her preservation from being destroyed by her own folly.",
atb-book-of-remembrances,div-073,73,"About the year that Kate Thornton was ten years old, she was playing in the corn barn at Newton and swinging on a rope that hung across, from which she got so high and cruel a fall by the boys (her cousins) flinging her that she fell down with a great force. And was taken up dead, hanging like a calf, being black in the face and not taking breath a long time, which put me into a grievous fright until, at last, it pleased God in much mercy to restore her life and, after half an hour's time, she began to breathe and by degrees to come to herself again. And was put into bed , being rubbed very sore but did not know anybody in a long time, and very ill in her head with great pain. But, at length, she was very well again: I most humbly praise and magnify my gracious God and heavenly Father, who in judgement remembers mercy and cuts not off the lives of my poor children suddenly. Oh, praise the Lord forever for all manner of his deliverances to me and mine. Amen.",
atb-book-of-remembrances,div-074,74,"It was the permission of God to let a sad and dismal stroke fall heavy upon my brother Danby's family in the most horrid and wilful murder of my dear and brave nephew, Thomas Danby, eldest son to my sister, committed with the barbarous circumstances that could be done by one Berridge — a stranger to him but comrades to Ogle and Jenney, which was then with him and did not assist — and the pretence about Ogle's sword but doubtless it was proved a design against his innocent life. This was done upon him in London near the Gray's Inn about the August in year 1667.",
